locus_tag	old_locus_tag	pf_name	description
PFDSM3638_RS09060	PFDSM3638_09030	PF1795	sarcosine oxidase subunit alpha
PFDSM3638_RS09065	PFDSM3638_09035	PF1796	ferredoxin
PFDSM3638_RS09070	PFDSM3638_09040	PF1797	(2Fe-2S)-binding protein
PFDSM3638_RS09075	PFDSM3638_09045	PF1798	FAD-binding oxidoreductase
PFDSM3638_RS09080	PFDSM3638_09050	PF1799	DUF106 domain-containing protein
PFDSM3638_RS09085	PFDSM3638_09055	PF1800	adenylate kinase
PFDSM3638_RS09090	PFDSM3638_09060	PF1801	preprotein translocase subunit SecY
PFDSM3638_RS09095	PFDSM3638_09065	NA	NA
PFDSM3638_RS09100	PFDSM3638_09070	PF1803	50S ribosomal protein L30
PFDSM3638_RS09105	PFDSM3638_09075	PF1804	30S ribosomal protein S5
PFDSM3638_RS09110	PFDSM3638_09080	PF1805	50S ribosomal protein L18
PFDSM3638_RS09115	PFDSM3638_09085	PF1806	50S ribosomal protein L19e
PFDSM3638_RS09120	PFDSM3638_09090	PF1807	50S ribosomal protein L32e
PFDSM3638_RS09125	PFDSM3638_09095	PF1808	50S ribosomal protein L6
PFDSM3638_RS09130	PFDSM3638_09100	PF1809	30S ribosomal protein S8
PFDSM3638_RS09135	PFDSM3638_09105	PF1810	30S ribosomal protein S14
PFDSM3638_RS09140	PFDSM3638_09110	PF1811	50S ribosomal protein L5
PFDSM3638_RS09145	PFDSM3638_09115	PF1812	30S ribosomal protein S4e
PFDSM3638_RS09150	PFDSM3638_09120	PF1813	50S ribosomal protein L24
PFDSM3638_RS09155	PFDSM3638_09125	PF1814	50S ribosomal protein L14
PFDSM3638_RS09160	PFDSM3638_09130	PF1815	30S ribosomal protein S17
PFDSM3638_RS09165	PFDSM3638_09135	PF1816	ribonuclease P
PFDSM3638_RS09170	PFDSM3638_09140	PF1817	stress response translation initiation inhibitor YciH
PFDSM3638_RS09175	PFDSM3638_09145	PF1818	50S ribosomal protein L29
PFDSM3638_RS09180	PFDSM3638_09150	PF1819	30S ribosomal protein S3
PFDSM3638_RS09185	PFDSM3638_09155	PF1820	50S ribosomal protein L22
PFDSM3638_RS09190	PFDSM3638_09160	PF1821	30S ribosomal protein S19
PFDSM3638_RS09195	PFDSM3638_09165	PF1822	50S ribosomal protein L2
PFDSM3638_RS09200	PFDSM3638_09170	PF1823	50S ribosomal protein L23
PFDSM3638_RS09205	PFDSM3638_09175	PF1824	50S ribosomal protein L4
PFDSM3638_RS09210	PFDSM3638_09180	PF1825	50S ribosomal protein L3
PFDSM3638_RS09215	PFDSM3638_09185	PF1826	methylase
PFDSM3638_RS09220	PFDSM3638_09190	PF1827	CBS domain-containing protein
PFDSM3638_RS09225	PFDSM3638_09195	PF1828	DUF552 domain-containing protein
PFDSM3638_RS09230	PFDSM3638_09200	PF1829	HD domain-containing protein
PFDSM3638_RS09235	PFDSM3638_09205	PF1830	hypothetical protein
PFDSM3638_RS09240	PFDSM3638_09210	PF1831	histone
PFDSM3638_RS09245	PFDSM3638_09215	PF1832	GTP cyclohydrolase IV
PFDSM3638_RS09250	PFDSM3638_09220	PF1833	peptidase
PFDSM3638_RS09255	PFDSM3638_09225	PF1834	DUF998 domain-containing protein
PFDSM3638_RS09260	PFDSM3638_09230	PF1835	hypothetical protein
PFDSM3638_RS09265	PFDSM3638_09235	PF1836	hypothetical protein
PFDSM3638_RS09270	PFDSM3638_09240	PF1837	acetyl-CoA synthetase
PFDSM3638_RS09275	PFDSM3638_09245	PF1838	CoA-binding protein
PFDSM3638_RS09280	PFDSM3638_09250	NA	NA
PFDSM3638_RS09285	PFDSM3638_09255	PF1840	hypothetical protein
PFDSM3638_RS09290	PFDSM3638_09260	PF1841	hypothetical protein
PFDSM3638_RS09295		NA	NA
PFDSM3638_RS09300	PFDSM3638_09265	PF1842	segregation/condensation protein A
PFDSM3638_RS09305	PFDSM3638_09270	PF1843	chromosome segregation protein SMC
PFDSM3638_RS09310	PFDSM3638_09275	PF1844	CidA/LrgA family protein
PFDSM3638_RS09315	PFDSM3638_09280	PF1845	CidB/LrgB family autolysis modulator
PFDSM3638_RS09320	PFDSM3638_09285	PF1846	CPBP family intramembrane metalloprotease
PFDSM3638_RS09325	PFDSM3638_09290	PF1847	TATA box-binding protein
PFDSM3638_RS09330	PFDSM3638_09295	PF1848	hydroxymethylglutaryl-CoA reductase (NADPH)
PFDSM3638_RS09335	PFDSM3638_09300	PF1849	MinD/ParA family protein
PFDSM3638_RS09340	PFDSM3638_09305	PF1850	MATE family efflux transporter
PFDSM3638_RS09345	PFDSM3638_09310	PF1851	transcriptional regulator
PFDSM3638_RS09350	PFDSM3638_09315	PF1852	glutamate synthase
PFDSM3638_RS09355	PFDSM3638_09320	PF1853	sugar dehydrogenase
PFDSM3638_RS09360	PFDSM3638_09325	PF1854	cyclic pyranopterin monophosphate synthase MoaC
PFDSM3638_RS09365	PFDSM3638_09330	PF1855	tRNA(Ile2) 2-agmatinylcytidine synthetase
PFDSM3638_RS09370	PFDSM3638_09335	PF1856	potassium transporter
PFDSM3638_RS09375	PFDSM3638_09340	PF1857	energy-coupling factor ABC transporter ATP-binding protein
PFDSM3638_RS09380	PFDSM3638_09345	PF1858	cysteine synthase
PFDSM3638_RS09385	PFDSM3638_09350	PF1859	adenylate cyclase
PFDSM3638_RS09390	PFDSM3638_09355	PF1860	archemetzincin
PFDSM3638_RS09395	PFDSM3638_09360	PF1861	peptidase M42
PFDSM3638_RS09400	PFDSM3638_09365	PF1862	DUF655 domain-containing protein
PFDSM3638_RS09405	PFDSM3638_09370	PF1863	16S rRNA methyltransferase
PFDSM3638_RS09410	PFDSM3638_09375	PF1864	IS6 family transposase ISPfu2
PFDSM3638_RS09415	PFDSM3638_09380	PF1865	DUF835 domain-containing protein
PFDSM3638_RS09420	PFDSM3638_09385	PF1866	S-adenosylmethionine synthetase
PFDSM3638_RS09425	PFDSM3638_09390	PF1867	topoisomerase
PFDSM3638_RS09430	PFDSM3638_09395	PF1868	recombinase XerC
PFDSM3638_RS09435	PFDSM3638_09400	PF1869	pantothenate kinase
PFDSM3638_RS09440	PFDSM3638_09405	PF1870	hypothetical protein
PFDSM3638_RS09445	PFDSM3638_09410	PF1871	tRNA (guanine(10)-N(2))-dimethyltransferase
PFDSM3638_RS09450	PFDSM3638_09415	PF1872	50S ribosomal protein L35ae
PFDSM3638_RS09455	PFDSM3638_09420	PF1873	hypothetical protein
PFDSM3638_RS09460	PFDSM3638_09425	PF1874	type II glyceraldehyde-3-phosphate dehydrogenase
PFDSM3638_RS09465	PFDSM3638_09430	PF1875	hypothetical protein
PFDSM3638_RS09470	PFDSM3638_09435	PF1876	ECF transporter S component
PFDSM3638_RS09475	PFDSM3638_09440	PF1877	thiamine-phosphate kinase
PFDSM3638_RS09480	PFDSM3638_09445	PF1878	cysteine methyltransferase
PFDSM3638_RS09485	PFDSM3638_09450	PF1879	GlcNAc transferase
PFDSM3638_RS09490	PFDSM3638_09455	PF1880	RNA ligase partner protein
PFDSM3638_RS09495	PFDSM3638_09460	PF1881	DNA-binding protein Alba
PFDSM3638_RS09500	PFDSM3638_09465	PF1882	AAA family ATPase
PFDSM3638_RS09505	PFDSM3638_09470	PF1883	Hsp20/alpha crystallin family protein
PFDSM3638_RS09510	PFDSM3638_09475	PF1884	lysylphosphatidylglycerol synthetase family protein
PFDSM3638_RS09515	PFDSM3638_09480	PF1885	glycosyltransferase family 1 protein
PFDSM3638_RS09520	PFDSM3638_09485	PF1886	carbohydrate kinase family protein
PFDSM3638_RS09525	PFDSM3638_09490	PF1887	ABC transporter permease
PFDSM3638_RS09530	PFDSM3638_09495	PF1888	ABC transporter permease
PFDSM3638_RS09535	PFDSM3638_09500	PF1889	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein
PFDSM3638_RS09540	PFDSM3638_09505	PF1890	hypothetical protein
PFDSM3638_RS09545	PFDSM3638_09510	PF1891	CBS domain-containing protein
PFDSM3638_RS09550	PFDSM3638_09515	PF1892	hypothetical protein
PFDSM3638_RS09555	PFDSM3638_09520	PF1893	AsnC family transcriptional regulator
PFDSM3638_RS09560	PFDSM3638_09525	PF1894	signal recognition particle protein Srp19
PFDSM3638_RS09565	PFDSM3638_09530	PF1895	biotin synthase
PFDSM3638_RS09570	PFDSM3638_09535	PF1896	tRNA methyltransferase
PFDSM3638_RS09580	PFDSM3638_09545	PF1897	ArsR family transcriptional regulator
PFDSM3638_RS09585	PFDSM3638_09550	PF1898	YkgJ family cysteine cluster protein
PFDSM3638_RS09590	PFDSM3638_09555	PF1899	NAD(P)-dependent oxidoreductase
PFDSM3638_RS09595	PFDSM3638_09560	PF1900	hypothetical protein
PFDSM3638_RS09600	PFDSM3638_09565	PF1901	tRNA uridine(34) 5-carboxymethylaminomethyl modification radical SAM/GNAT enzyme Elp3
PFDSM3638_RS09605	PFDSM3638_09570	PF1902	ATP-dependent helicase
PFDSM3638_RS09610	PFDSM3638_09575	PF1903	DUF790 domain-containing protein
PFDSM3638_RS09615	PFDSM3638_09580	PF1904	nicotinate phosphoribosyltransferase
PFDSM3638_RS09625	PFDSM3638_09590	PF1906	adenosylmethionine-8-amino-7-oxononanoate aminotransferase
PFDSM3638_RS09630	PFDSM3638_09595	PF1907	hypothetical protein
PFDSM3638_RS09635	PFDSM3638_09600	PF1908	hypothetical protein
PFDSM3638_RS09640	PFDSM3638_09605	PF1909	ferredoxin
PFDSM3638_RS09645	PFDSM3638_09610	PF1910	glutamate synthase (NADPH), homotetrameric
PFDSM3638_RS09650	PFDSM3638_09615	PF1911	ferredoxin-NADP reductase
PFDSM3638_RS09655	PFDSM3638_09620	PF1912	threonylcarbamoyladenosine tRNA methylthiotransferase
PFDSM3638_RS09660	PFDSM3638_09625	PF1913	hypothetical protein
PFDSM3638_RS09665	PFDSM3638_09630	PF1914	ribonuclease P protein component 3
PFDSM3638_RS09670	PFDSM3638_09635	PF1915	hypothetical protein
PFDSM3638_RS09675	PFDSM3638_09640	PF1916	glycosyltransferase
PFDSM3638_RS09680	PFDSM3638_09645	PF1917	gfo/Idh/MocA family oxidoreductase
PFDSM3638_RS09685	PFDSM3638_09650	PF1918	hypothetical protein
PFDSM3638_RS09690	PFDSM3638_09655	PF1919	gfo/Idh/MocA family oxidoreductase
PFDSM3638_RS09695	PFDSM3638_09660	PF1920	triose-phosphate isomerase
PFDSM3638_RS09700	PFDSM3638_09665	PF1921	phosphoserine phosphatase
PFDSM3638_RS09705	PFDSM3638_09670	PF1922	protein-L-isoaspartate(D-aspartate) O-methyltransferase
PFDSM3638_RS09710	PFDSM3638_09675	PF1923	potassium transporter TrkA
PFDSM3638_RS09715	PFDSM3638_09680	PF1924	aminopeptidase
PFDSM3638_RS09720	PFDSM3638_09685	PF1925	hypothetical protein
PFDSM3638_RS09725	PFDSM3638_09690	PF1926	DNA repair and recombination protein RadA
PFDSM3638_RS09730	PFDSM3638_09695	PF1927	translation initiation factor 2
PFDSM3638_RS09735	PFDSM3638_09700	PF1928	ATP-binding protein
PFDSM3638_RS09740	PFDSM3638_09705	PF1929	DUF92 domain-containing protein
PFDSM3638_RS09745	PFDSM3638_09710	PF1930	adenosylmethionine decarboxylase
PFDSM3638_RS09750	PFDSM3638_09715	PF1931	KaiC domain-containing protein
PFDSM3638_RS09755	PFDSM3638_09720	PF1932	transcriptional regulator
PFDSM3638_RS09760	PFDSM3638_09725	PF1933	ABC transporter ATP-binding protein
PFDSM3638_RS09765	PFDSM3638_09730	PF1935	amylopullulanase
PFDSM3638_RS09770	PFDSM3638_09735	PF1936	sugar transporter
PFDSM3638_RS09775	PFDSM3638_09740	PF1937	sugar ABC transporter permease
PFDSM3638_RS09780	PFDSM3638_09745	PF1938	maltotriose-binding protein
PFDSM3638_RS09785	PFDSM3638_09750	PF1939	alpha-glycosidase
PFDSM3638_RS09795	PFDSM3638_09760	PF1940	hypothetical protein
PFDSM3638_RS09800	PFDSM3638_09765	PF1940.1n	hypothetical protein
PFDSM3638_RS09805	PFDSM3638_09770	PF1941	dihydropteroate synthase
PFDSM3638_RS09810	PFDSM3638_09775	PF1942	phosphoesterase
PFDSM3638_RS09825	PFDSM3638_09795	PF1945	hypothetical protein
PFDSM3638_RS09830	PFDSM3638_09800	PF1946	methylmalonyl-CoA mutase
PFDSM3638_RS09835	PFDSM3638_09805	PF1947	methylmalonyl Co-A mutase-associated GTPase MeaB
PFDSM3638_RS09840	PFDSM3638_09810	PF1948	methylmalonyl-CoA epimerase
PFDSM3638_RS09845	PFDSM3638_09815	PF1949	hypothetical protein
PFDSM3638_RS09850	PFDSM3638_09820	PF1950	phosphoribosyltransferase
PFDSM3638_RS09855	PFDSM3638_09825	PF1951	asparagine synthetase
PFDSM3638_RS09860	PFDSM3638_09830	PF1952	hypothetical protein
PFDSM3638_RS09865	PFDSM3638_09835	PF1953	inosine-5-monophosphate dehydrogenase
PFDSM3638_RS09870	PFDSM3638_09840	PF1954	molybdopterin-guanine dinucleotide biosynthesis protein MobB
PFDSM3638_RS09875	PFDSM3638_09845	PF1955	hypothetical protein
PFDSM3638_RS09880	PFDSM3638_09850	PF1956	fructose-bisphosphate aldolase
PFDSM3638_RS09885	PFDSM3638_09855	PF1957	agmatinase
PFDSM3638_RS09890	PFDSM3638_09860	PF1958	RNA-binding protein
PFDSM3638_RS09895	PFDSM3638_09865	PF1959	phosphoglycerate mutase
PFDSM3638_RS09900	PFDSM3638_09870	PF1960	aldo/keto reductase
PFDSM3638_RS09905	PFDSM3638_09875	PF1961	aldehyde ferredoxin oxidoreductase
PFDSM3638_RS09910	PFDSM3638_09880	PF1962	ribonucleoside-triphosphate reductase
PFDSM3638_RS09915	PFDSM3638_09885	PF1963	geranylgeranylglycerol-phosphate geranylgeranyltransferase
PFDSM3638_RS09920	PFDSM3638_09890	PF1964	RNA-binding protein
PFDSM3638_RS09925	PFDSM3638_09895	PF1965	elongation factor 1-beta
PFDSM3638_RS09930	PFDSM3638_09900	PF1966	tetratricopeptide repeat protein
PFDSM3638_RS09935	PFDSM3638_09905	PF1967	carbohydrate ABC transporter substrate-binding protein
PFDSM3638_RS09940	PFDSM3638_09910	PF1968	sugar ABC transporter permease
PFDSM3638_RS09945	PFDSM3638_09915	PF1969	carbohydrate ABC transporter permease
PFDSM3638_RS09950	PFDSM3638_09920	PF1970	ABC transporter ATP-binding protein
PFDSM3638_RS09955	PFDSM3638_09925	PF1971	anaerobic ribonucleoside-triphosphate reductase
PFDSM3638_RS09960	PFDSM3638_09930	PF1972	ribonucleoside-triphosphate reductase activating protein
PFDSM3638_RS09965	PFDSM3638_09935	PF1973	hypothetical protein
PFDSM3638_RS09970	PFDSM3638_09940	PF1974	thermosome subunit
PFDSM3638_RS09975	PFDSM3638_09945	PF1975	phosphoenolpyruvate carboxylase
PFDSM3638_RS09980	PFDSM3638_09950	PF1976	L-aspartate oxidase
PFDSM3638_RS09985	PFDSM3638_09955	PF1977	quinolinate synthase
PFDSM3638_RS09990	PFDSM3638_09960	PF1978	nicotinate-nucleotide pyrophosphorylase
PFDSM3638_RS09995	PFDSM3638_09965	PF1979	TIGR00296 family protein
PFDSM3638_RS10000	PFDSM3638_09970	PF1980	hypothetical protein
PFDSM3638_RS10010	PFDSM3638_09980	PF1981	nucleotidyltransferase
PFDSM3638_RS10015	PFDSM3638_09985	PF1982	D-tyrosyl-tRNA(Tyr) deacylase
PFDSM3638_RS10020	PFDSM3638_09990	PF1983	hypothetical protein
PFDSM3638_RS10025	PFDSM3638_09995	PF1984	hypothetical protein
PFDSM3638_RS10040	PFDSM3638_10010	PF1987	hypothetical protein
PFDSM3638_RS10045	PFDSM3638_10015	PF1988	cell division protein FtsZ
PFDSM3638_RS10050	PFDSM3638_10020	PF1989	protein translocase SEC61 complex subunit gamma
PFDSM3638_RS10055	PFDSM3638_10025	PF1990	transcription elongation factor Spt5
PFDSM3638_RS10060	PFDSM3638_10030	PF1991	50S ribosomal protein L11
PFDSM3638_RS10065	PFDSM3638_10035	PF1992	50S ribosomal protein L1
PFDSM3638_RS10070	PFDSM3638_10040	PF1993	50S ribosomal protein L10
PFDSM3638_RS10075	PFDSM3638_10045	PF1994	50S ribosomal protein P1
PFDSM3638_RS10080	PFDSM3638_10050	PF1995	hypothetical protein
PFDSM3638_RS10085	PFDSM3638_10055	PF1996	dCTP deaminase
PFDSM3638_RS10095	PFDSM3638_10065	PF1997	hypothetical protein
PFDSM3638_RS10100	PFDSM3638_10070	PF1998	hydrolase
PFDSM3638_RS10105	PFDSM3638_10075	PF1999	glycine dehydrogenase
PFDSM3638_RS10110	PFDSM3638_10080	PF2000	glycine dehydrogenase
PFDSM3638_RS10125	PFDSM3638_10095	PF2001	alpha/beta hydrolase
PFDSM3638_RS10130	PFDSM3638_10100	PF2002	MFS transporter
PFDSM3638_RS10135	PFDSM3638_10105	PF2003	glycerophosphodiester phosphodiesterase
PFDSM3638_RS10140	PFDSM3638_10110	PF2004	glycerol kinase
PFDSM3638_RS10145	PFDSM3638_10115	PF2005	FAD/NAD(P)-binding oxidoreductase
PFDSM3638_RS10150	PFDSM3638_10120	PF2006	pyridine nucleotide-disulfide oxidoreductase
PFDSM3638_RS10155	PFDSM3638_10125	PF2007	DUF1667 domain-containing protein
PFDSM3638_RS10160	PFDSM3638_10130	PF2008	50S ribosomal protein L37ae
PFDSM3638_RS10165	PFDSM3638_10135	PF2009	DNA-directed RNA polymerase subunit P
PFDSM3638_RS10170	PFDSM3638_10140	PF2010	ribosomal biogenesis protein
PFDSM3638_RS10175	PFDSM3638_10145	PF2011	hypothetical protein
PFDSM3638_RS10180	PFDSM3638_10150	PF2012	elongation factor EF-2
PFDSM3638_RS10185	PFDSM3638_10155	PF2013	DUF63 domain-containing protein
PFDSM3638_RS10190	PFDSM3638_10160	PF2014	fructose-1,6-bisphosphatase
PFDSM3638_RS10195	PFDSM3638_10165	PF2015	DEAD/DEAH box helicase
PFDSM3638_RS10200	PFDSM3638_10170	PF2016	preprotein translocase subunit Sec61beta
PFDSM3638_RS10205	PFDSM3638_10175	PF2017	hypothetical protein
PFDSM3638_RS10210	PFDSM3638_10180	PF2018	replication protein RepA
PFDSM3638_RS10215	PFDSM3638_10185	PF2019	replication protein RepA
PFDSM3638_RS10220	PFDSM3638_10190	PF2020	replication factor A
PFDSM3638_RS10225	PFDSM3638_10195	PF2021	SMC-Scp complex subunit ScpB
PFDSM3638_RS10230	PFDSM3638_10200	PF2022	MBL fold hydrolase
PFDSM3638_RS10235	PFDSM3638_10205	PF2023	IS607 family transposase
PFDSM3638_RS10240	PFDSM3638_10210	PF2024	transposase
PFDSM3638_RS10245	PFDSM3638_10215	PF2025	dinitrogenase iron-molybdenum cofactor
PFDSM3638_RS10260	PFDSM3638_10240	PF2032	sodium:proton antiporter
PFDSM3638_RS10265	PFDSM3638_10245	PF2033	TIGR01210 family radical SAM protein
PFDSM3638_RS10270	PFDSM3638_10250	PF2034	hypothetical protein
PFDSM3638_RS10280	PFDSM3638_10260	PF2036	magnesium and cobalt transport protein CorA
PFDSM3638_RS10285	PFDSM3638_10265	PF2037	hypothetical protein
PFDSM3638_RS10290	PFDSM3638_10275	PF2038	cob(I)yrinic acid a,c-diamide adenosyltransferase
PFDSM3638_RS10295	PFDSM3638_10280	PF2039	NYN domain-containing protein
PFDSM3638_RS10300	PFDSM3638_10285	PF2040	NYN domain-containing protein
PFDSM3638_RS10305	PFDSM3638_10290	PF2041	molybdenum cofactor guanylyltransferase
PFDSM3638_RS10310	PFDSM3638_10295	PF2042	hypothetical protein
PFDSM3638_RS10315	PFDSM3638_10300	PF2043	drug/metabolite transporter 3
PFDSM3638_RS10320	PFDSM3638_10305	PF2044	glycogen synthase
PFDSM3638_RS10325	PFDSM3638_10310	PF2045	hypothetical protein
PFDSM3638_RS10330	PFDSM3638_10315	PF2046	DUF4152 domain-containing protein
PFDSM3638_RS10335	PFDSM3638_10320	PF2047	asparaginase
PFDSM3638_RS10340	PFDSM3638_10325	PF2047.1n	hypothetical protein
PFDSM3638_RS10345	PFDSM3638_10330	PF2048	peptidase
PFDSM3638_RS10350	PFDSM3638_10335	PF2048.1n	hypothetical protein
PFDSM3638_RS10355	PFDSM3638_10340	PF2049	PrsW family intramembrane metalloprotease
PFDSM3638_RS10360	PFDSM3638_10345	PF2050	DUF2666 domain-containing protein
PFDSM3638_RS10365	PFDSM3638_10350	PF2051	transcriptional regulator
PFDSM3638_RS10370	PFDSM3638_10355	PF2052	hypothetical protein
PFDSM3638_RS10375	PFDSM3638_10360	PF2053	transcriptional regulator
PFDSM3638_RS10380	PFDSM3638_10365	PF2054	30S ribosomal protein S3ae
PFDSM3638_RS10385	PFDSM3638_10370	PF2054.1n	KEOPS complex subunit
PFDSM3638_RS10390	PFDSM3638_10375	PF2055	single-stranded DNA endonuclease
PFDSM3638_RS10395	PFDSM3638_10380	PF2056	30S ribosomal protein S15
PFDSM3638_RS10405	PFDSM3638_10390	PF2058	antitoxin
PFDSM3638_RS10410	PFDSM3638_10395	PF2059	aminopeptidase
PFDSM3638_RS10415	PFDSM3638_10400	PF2060	SPASM domain-containing protein
PFDSM3638_RS10420	PFDSM3638_10405	PF2060.1n	radical SAM protein
PFDSM3638_RS10425	PFDSM3638_10410	PF2061	ABC transporter permease
PFDSM3638_RS10430	PFDSM3638_10415	PF2062	MarR family transcriptional regulator
PFDSM3638_RS10435	PFDSM3638_10420	PF2063	aminopeptidase
PFDSM3638_RS10440	PFDSM3638_10425	PF2064	radical SAM/SPASM domain-containing protein
PFDSM3638_RS10445	PFDSM3638_10430	PF2065	aminopeptidase
PFDSM3638_RS10450	PFDSM3638_10435	PF0001	hypothetical protein
PFDSM3638_RS10455	PFDSM3638_10440	PF0002	hypothetical protein
PFDSM3638_RS10460	PFDSM3638_10445	PF0003	moeB
PFDSM3638_RS10465	PFDSM3638_10450	PF0004	hypothetical protein
PFDSM3638_RS10470	PFDSM3638_10455	PF0005	ABC transporter ATP-binding protein
PFDSM3638_RS10635		NA	NA
PFDSM3638_RS10475	PFDSM3638_10460	PF0006	ABC transporter ATP-binding protein
PFDSM3638_RS10480	PFDSM3638_10465	PF0007	ATP-binding protein
PFDSM3638_RS10485	PFDSM3638_10470	PF0008	HIT domain-containing protein
PFDSM3638_RS10490	PFDSM3638_10475	PF0009	adenylyltransferase
PFDSM3638_RS10500	PFDSM3638_10485	NA	NA
PFDSM3638_RS10510	PFDSM3638_10495	PF0011	DUF63 domain-containing protein
PFDSM3638_RS10515	PFDSM3638_10500	PF0012	endonuclease NucS
PFDSM3638_RS10520	PFDSM3638_10505	PF0014	DUF473 domain-containing protein
PFDSM3638_RS10525	PFDSM3638_10510	PF0015	proteasome assembly chaperone family protein
PFDSM3638_RS10530	PFDSM3638_10515	PF0016	S-methyl-5'-thioadenosine phosphorylase
